,city,value,table,subject,gender
10333,青    海,181562.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,男
10334,宁    夏,272723.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,男
10335,新    疆,896068.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,男
10336,全    国,54438780.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10337,北    京,1549687.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10338,天    津,1047134.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10339,河    北,2263776.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10340,山    西,1334271.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10341,内 蒙 古,886027.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10342,辽    宁,2409031.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10343,吉    林,1264778.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10344,黑 龙 江,1513038.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10345,上    海,1906317.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10346,江    苏,3519275.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10347,浙    江,2386163.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10348,安    徽,1363900.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10349,福    建,1403469.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10350,江    西,1314145.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10351,山    东,3705136.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10352,河    南,2878272.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10353,湖    北,2691659.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10354,湖    南,2201961.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10355,广    东,7193513.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10356,广    西,1466930.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10357,海    南,377679.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10358,重    庆,1598056.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10359,四    川,2807532.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10360,贵    州,794563.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10361,云    南,1037230.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10362,西    藏,63116.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10363,陕    西,1545572.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10364,甘    肃,694952.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10365,青    海,164146.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10366,宁    夏,253243.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10367,新    疆,804209.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),高    中,女
10368,全    国,72771281.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10369,北    京,2492465.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10370,天    津,1384464.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10371,河    北,3019961.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10372,山    西,1799176.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10373,内 蒙 古,1376713.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10374,辽    宁,3075020.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10375,吉    林,1097458.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10376,黑 龙 江,1553571.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10377,上    海,2679750.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10378,江    苏,5457423.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10379,浙    江,3681568.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10380,安    徽,2078602.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10381,福    建,1816636.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10382,江    西,1557550.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10383,山    东,5048861.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10384,河    南,3676418.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10385,湖    北,3245299.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10386,湖    南,2493822.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10387,广    东,8692979.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10388,广    西,1807571.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10389,海    南,437934.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10390,重    庆,2044702.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10391,四    川,3989278.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10392,贵    州,1108359.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10393,云    南,1499858.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10394,西    藏,81925.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10395,陕    西,2450714.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10396,甘    肃,992444.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10397,青    海,281655.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10398,宁    夏,395997.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10399,新    疆,1453108.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,小计
10400,全    国,37360074.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10401,北    京,1240546.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10402,天    津,723847.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10403,河    北,1509870.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10404,山    西,907415.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10405,内 蒙 古,716513.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10406,辽    宁,1563710.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10407,吉    林,557348.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10408,黑 龙 江,798657.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10409,上    海,1406606.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10410,江    苏,2894722.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10411,浙    江,1909162.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10412,安    徽,1064438.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10413,福    建,925278.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10414,江    西,816763.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10415,山    东,2631903.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10416,河    南,1845661.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10417,湖    北,1716953.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10418,湖    南,1253051.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10419,广    东,4513163.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10420,广    西,918324.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10421,海    南,234752.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10422,重    庆,1030449.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10423,四    川,1985663.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10424,贵    州,555579.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10425,云    南,740241.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10426,西    藏,44621.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10427,陕    西,1263887.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10428,甘    肃,520117.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10429,青    海,148317.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10430,宁    夏,199462.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10431,新    疆,723056.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,男
10432,全    国,35411207.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10433,北    京,1251919.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10434,天    津,660617.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10435,河    北,1510091.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10436,山    西,891761.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10437,内 蒙 古,660200.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10438,辽    宁,1511310.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10439,吉    林,540110.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10440,黑 龙 江,754914.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10441,上    海,1273144.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10442,江    苏,2562701.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10443,浙    江,1772406.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10444,安    徽,1014164.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10445,福    建,891358.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10446,江    西,740787.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10447,山    东,2416958.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10448,河    南,1830757.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10449,湖    北,1528346.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10450,湖    南,1240771.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10451,广    东,4179816.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10452,广    西,889247.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10453,海    南,203182.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10454,重    庆,1014253.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10455,四    川,2003615.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10456,贵    州,552780.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10457,云    南,759617.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10458,西    藏,37304.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10459,陕    西,1186827.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10460,甘    肃,472327.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10461,青    海,133338.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10462,宁    夏,196535.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10463,新    疆,730052.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学专科,女
10464,全    国,69536886.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10465,北    京,4416745.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10466,天    津,1822097.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10467,河    北,2365823.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10468,山    西,1707972.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10469,内 蒙 古,1222927.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10470,辽    宁,3234402.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10471,吉    林,1228873.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10472,黑 龙 江,1613887.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10473,上    海,3882199.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10474,江    苏,5178259.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10475,浙    江,3839704.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10476,安    徽,1808386.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10477,福    建,1929239.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10478,江    西,1331140.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10479,山    东,4377274.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10480,河    南,2713194.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10481,湖    北,2984618.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10482,湖    南,2079840.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10483,广    东,6987644.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10484,广    西,1482005.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10485,海    南,421547.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10486,重    庆,1776218.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10487,四    川,3455854.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10488,贵    州,1136731.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10489,云    南,1497989.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10490,西    藏,91138.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10491,陕    西,2283502.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10492,甘    肃,903709.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10493,青    海,275581.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10494,宁    夏,390576.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10495,新    疆,1097813.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,小计
10496,全    国,34975243.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10497,北    京,2172620.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10498,天    津,908624.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10499,河    北,1141785.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10500,山    西,821445.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10501,内 蒙 古,593310.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10502,辽    宁,1619294.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10503,吉    林,610329.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10504,黑 龙 江,793279.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10505,上    海,1954292.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10506,江    苏,2656812.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10507,浙    江,1902383.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10508,安    徽,961379.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10509,福    建,990866.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10510,江    西,707590.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10511,山    东,2228302.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10512,河    南,1309241.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10513,湖    北,1558565.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10514,湖    南,1037821.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10515,广    东,3642775.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10516,广    西,703568.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10517,海    南,221455.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10518,重    庆,875558.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10519,四    川,1748246.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10520,贵    州,565935.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10521,云    南,715313.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10522,西    藏,47630.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10523,陕    西,1155391.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10524,甘    肃,467520.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10525,青    海,138541.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10526,宁    夏,189960.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10527,新    疆,535414.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,男
10528,全    国,34561643.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10529,北    京,2244125.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10530,天    津,913473.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10531,河    北,1224038.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10532,山    西,886527.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10533,内 蒙 古,629617.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10534,辽    宁,1615108.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10535,吉    林,618544.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10536,黑 龙 江,820608.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10537,上    海,1927907.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10538,江    苏,2521447.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10539,浙    江,1937321.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10540,安    徽,847007.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10541,福    建,938373.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10542,江    西,623550.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10543,山    东,2148972.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10544,河    南,1403953.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10545,湖    北,1426053.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10546,湖    南,1042019.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10547,广    东,3344869.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10548,广    西,778437.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10549,海    南,200092.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10550,重    庆,900660.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10551,四    川,1707608.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10552,贵    州,570796.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10553,云    南,782676.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10554,西    藏,43508.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10555,陕    西,1128111.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10556,甘    肃,436189.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10557,青    海,137040.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10558,宁    夏,200616.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10559,新    疆,562399.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),大学本科,女
10560,全    国,8167438.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10561,北    京,1206254.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10562,天    津,223678.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10563,河    北,189726.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10564,山    西,153743.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10565,内 蒙 古,106703.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10566,辽    宁,299795.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10567,吉    林,104160.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10568,黑 龙 江,129934.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10569,上    海,876506.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10570,江    苏,610164.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10571,浙    江,429992.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10572,安    徽,188784.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10573,福    建,156740.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10574,江    西,107558.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10575,山    东,467039.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10576,河    南,234557.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10577,湖    北,369933.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10578,湖    南,187245.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10579,广    东,753799.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10580,广    西,108988.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10581,海    南,29910.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10582,重    庆,169446.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10583,四    川,373731.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10584,贵    州,70609.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10585,云    南,124647.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10586,西    藏,5409.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10587,陕    西,291963.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10588,甘    肃,84750.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10589,青    海,16378.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10590,宁    夏,29245.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10591,新    疆,66052.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,小计
10592,全    国,4063778.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,男
10593,北    京,588068.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,男
10594,天    津,105269.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,男
10595,河    北,85254.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,男
10596,山    西,66365.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,男
10597,内 蒙 古,46030.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,男
10598,辽    宁,140886.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,男
10599,吉    林,47377.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,男
10600,黑 龙 江,60641.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,男
10601,上    海,437832.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,男
10602,江    苏,323626.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,男
10603,浙    江,224451.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,男
10604,安    徽,102544.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,男
10605,福    建,79214.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,男
10606,江    西,56195.0,1-6a  各地区分性别、受教育程度的3岁及以上人口(城市),硕士研究生,男
